X1,X2,A,Z,W,U,Y
0.4209376441943137,0.30446096503398395,0,-0.935773889889864,-0.46972959448244406,1.128469785246664,2.7909057453674526
0.1677893240733907,0.3602053483063846,1,-0.08337201138453598,-0.36590749563651537,0.7601803232075885,5.046885121747172
-0.05575055954442404,0.5204518640585445,0,0.36132934241747466,0.8663380214372487,0.11070807345590833,4.648440624945889
0.4742869546037002,0.1519085998351571,1,0.7421337131185062,-0.2717729379636582,0.32807724376703834,4.406879577156181
0.23661778853337329,0.4839819034328324,1,1.6139138067316392,1.2793229967715471,1.3385474040942982,8.478966170289969
0.1785083419303131,0.8137796092125386,1,0.11852805673816824,0.17812381956678197,1.4475602572728428,6.827771123817894
0.4595051356881731,0.3306277121601694,1,0.3604829340458069,1.452654282190101,1.3161290059184343,8.606579134345598
0.7864561974125621,0.5273129220782724,1,-0.6507405829810626,-1.2618473565253767,-0.891449443497323,1.6513456558991186
-0.02736924349450509,0.28865850967328416,1,-0.6834432552209062,1.2206893557986382,-0.3070082744765893,6.367698726205315
0.2835911027185172,0.1999571615589504,0,-0.6872733961928283,0.4500369799631283,0.7391865448449761,4.581565027373751
0.35399511152377766,-0.14216089714211827,1,1.4483263223651386,0.43037169806526093,0.7206914576288548,5.917987607701527
0.39051194460982624,0.5472701660273362,0,0.932614558900517,2.9342744960344858,2.228270333695233,10.488306042518222
0.269269166680411,0.24343508332687752,1,-0.11825479020362506,-0.5659212941102113,1.259263861193349,4.865242191844082
0.5740154089016951,0.5594197995196062,1,1.480622441774306,0.9499885663340777,1.1830298421024972,8.216961038976129
0.498795089922462,0.3808137397583272,1,0.74004184429351,0.2218295987009123,0.24378118867783422,5.261898577875579
0.6799034273518232,0.9292839672073159,0,3.4370482565538074,1.8546830655236461,2.1215238288820575,9.014767312886947
0.500716577265827,-0.16348482472915543,0,1.3426611903265313,1.0459136945328749,0.7740686817849134,5.310142210274322
0.3316163695144371,0.6405175272096448,0,0.45360829803026925,0.6460331660539226,-0.3111158579190877,3.454815950660081
0.20224867098341565,0.3938128437456476,1,-0.24702448227075757,-0.35490668537246806,0.12325485278108561,4.0937023017373555
-0.16584520001709918,-0.17197441337193897,0,1.817902229000179,0.22174543683815218,1.1440908602954458,3.4235670457104073
0.6209638353097311,0.19136021794099345,1,1.3474018705249953,-0.8239241676131143,0.4929492404486159,3.4546352683301356
