X1,X2,A,Z,W,U,Y
0.5092893590556845,0.07836744366792209,0,1.2742182157053878,0.3409914206008532,1.1873983373590664,4.047713733451161
0.1311070620758718,0.2156791250473858,0,2.669652490153285,1.5062380712802104,1.3490079701547635,6.479547615971554
-0.1155665801282042,0.29191851341474223,1,0.06694603040367958,0.269026334092914,0.10191550100592345,5.4271163340977715
0.4539703035488919,-0.12293440457361965,0,0.3180188253662519,0.1505147149383232,0.48338096221600835,3.254780663014574
0.38014291585885207,0.49733788575324656,1,1.0499059175395198,0.35437467485499907,1.734195565199268,7.408705015651899
0.5774926182503481,0.23201564116710696,1,1.2956408818799712,1.0575879540327104,2.0393906212309063,8.813230457794505
0.48068072856000343,0.5553569357349237,1,1.807698280304511,1.2230540366390463,1.8512702244067627,9.138801240732741
0.28024841677134876,0.5688019194622251,1,0.9251626337400758,0.6517244021879784,2.1675121833718753,7.7499015998727
0.5486401430370174,0.44461344615325926,1,1.0061441328207825,0.3515814800622337,0.7804731774927062,6.0309912303354745
0.7912278987009017,0.09653269748789298,1,1.828213266561198,1.2358828139107596,1.6550534008901683,8.443184748680576
0.42069380792012556,0.5545282236538438,1,2.518466904203789,1.1765318851242075,1.3439675935922577,8.5826464106893
0.06112569419653527,0.21880166763131406,0,0.07879027690435067,0.9006123840835322,0.8855111612584139,4.818945458090551
-0.1298126185179898,0.33327270435946943,1,-0.11558912373125096,0.689070206289669,1.2513376643274663,7.27918449843111
-0.025304712159484155,0.5438854836749001,0,1.564914406163389,-0.2232584478679075,-0.1646324831625835,2.002216678488778
-0.12953066737631302,0.17992067010166163,0,1.5896463334271216,-0.08249943939271143,2.131933268625399,4.403266932227157
0.26312390519485807,0.449189226065167,1,-0.03266091966562812,-0.31637324728323823,0.34052150226329564,4.43529632036127
0.17039398035788028,0.3161899477286902,0,0.39109720649011437,-0.09761237993668026,-0.39359753910208845,2.0615717694444937
0.3781894142335141,0.05265782083372755,0,-1.0249478554021558,0.7907580054901837,0.31301509879877215,4.058531264832028
0.3468585067861539,0.520726121570037,1,-0.6395940448800992,-0.7673521632086151,-0.6148104031983637,2.2653067193039482
-0.027690370204509485,0.3898349672753826,1,1.0237916453427618,0.597203878984779,1.1062541083153872,6.997291008752328
0.17621445618910103,-0.1989027593434362,1,0.7811311441705575,1.2313830838786908,0.8178850433806131,7.2418154443181795
0.4308303682214759,0.4439719786935936,1,-0.7593867161868094,0.7844813611683309,0.02281790550421703,6.346013326107741
0.1665187283825419,0.22654090006514788,1,1.3146722432587987,0.038625574410212526,-0.4795616592966253,3.8429281659666468
0.38342295727350506,0.31641745296487556,0,0.7467979607908353,-0.173568696499793,1.422433471842239,3.7582876170189468
0.11994895694540106,-0.3004521730284203,0,-0.8177371936383514,-2.8110468257084396,-0.2978391820771855,-3.6331960402601524
0.1375613634876078,0.22744895605374155,0,0.09984478851409628,1.399468657580563,-0.787487168388559,4.461612642038019
0.3592545014326684,0.42627520473860603,1,0.6832758144458699,1.1964758025977473,0.9964148957055472,7.982589108938532
-0.0728554114674081,0.20600720446617035,1,-0.031584074507803095,-0.33807604522939044,0.4486714089287965,4.312847601818723
0.21985552192093433,0.18947829871914962,0,0.880876138261926,1.5659087885192948,-0.056441635432161075,5.156219614718547
0.6828160060837829,0.5302042048103461,0,0.9977517885753387,0.07530776093421931,-0.31371003625143246,2.503037355053793
0.22720758851485104,0.1045263307859185,1,0.7269610020901341,0.29946241847847666,1.0472246136491885,6.4405977161744845
0.5772863911726474,0.5695540997238961,0,0.30196532896297357,1.2055105298265074,0.6573412560516672,6.224659401870348
0.6351335003629427,0.5728751131700942,0,-0.7524167770631937,1.241586817629569,-0.32814154154548203,5.240396448062354
0.10314504663825672,-0.03344500507360515,1,0.8766213632193374,-0.5566242701269732,-0.7762554696816268,2.4394389038600117
0.24300794827321012,0.003422237717637694,1,-0.47407847131628755,-0.5797475048052425,0.30333329321268043,3.8390696316779294
0.3858733852825301,0.10957669205316606,0,1.7734054780095128,0.45361468390493365,0.6638325626272491,4.097448351909452
-0.0047472399554124856,0.3606098585152615,0,0.9768069676853368,1.3515869339602007,2.95814608611353,7.899201535536083
0.24991707283568318,-0.013948921749272702,0,0.20387286444894692,-0.3801788339771403,-0.7630425133281471,0.8458703809405389
0.12473433990044722,-0.4222002610222846,1,0.3566684135725305,1.8119485574051495,0.4923329394113344,8.39967624845543
-0.04122932554400516,0.6384759300736558,0,0.806969939629298,-0.006406929119029792,0.623421028522937,3.397872117059042
0.12969169116171314,0.5394414385545365,1,-0.6278678196731027,-0.10865036740440082,-0.738640242810267,3.288686612917034
0.2423747157225738,0.45755485790761574,1,-0.029490330561139477,-0.6349336003679316,0.3603157638105044,3.4731939737154405
-0.16324313654689349,0.015503023842003999,1,0.6815164032019514,-0.8741670679637765,0.06385814604395812,3.1044170313228574
0.10383942780227506,-0.1021668884773333,1,-0.7653262066676983,-0.09832794365997732,-0.9193458333544812,3.2426924147267093
0.4263516412334242,0.08357773671932567,0,1.5679326388225214,0.7402488171354691,0.9519895682388937,4.559118895277945
0.07136491176780962,0.14715724709651604,1,1.625850165133854,0.1372857556911164,0.5503358725571053,4.5570919388791875
0.12118106029477813,0.43015624227973903,0,1.830633575577619,-0.4557291337078745,0.647345780695368,2.430889682775724
-0.09751734237404641,0.6806160366501706,0,0.0648677635042712,-0.8562498812248915,-0.5563026481422638,0.4682869455515578
0.4211135785263353,0.20819435477020054,1,1.3992967243514454,1.6466681231576648,1.9327949351383342,10.121335845799289
0.2177951122048291,0.4251778024323772,1,1.3011003519622655,1.4437705341560645,1.0937905190983368,8.265653519405271
0.17148460394012577,0.16326917800115473,1,1.8367490462912037,2.4660478617670747,1.4000818573080647,10.536757641924043
0.5504063107514705,0.18251474278063112,1,0.6175207617611697,0.5503711904652145,-0.761541085099541,5.223223811369348
0.1749926658449809,0.5544136900072737,1,0.5465367486901913,-0.30524948271166175,0.5927756418637342,5.1384697486638045
0.1907787021196288,0.3980629636338102,1,2.018168456540626,-0.30188704247812315,0.7437311318346151,4.816889304057882
0.4748463620410002,0.27020982696634743,0,1.0546998151009175,-0.07587514000433243,1.024119308251754,2.8919436685489393
0.532680654189421,-0.1457020998675881,1,0.5425706323237333,0.16525193938382127,0.24701549015003538,5.007278185805007
0.27340616037484017,0.3895391374280506,0,0.4886447029140932,0.4520923422088969,0.6826039814847469,4.134880559941047
0.045380708548828225,0.22346777509213353,1,0.4236093460027166,0.8449591391269893,0.5907907155967264,6.982742780085662
-0.02433819128177389,0.3088726862302792,0,0.7126431754733024,0.3511307486236904,0.09368331092645188,3.3940636808923905
0.26975384792591584,0.5778639102926181,0,0.5569331672606606,3.2515828441132024,2.8116332166526457,11.60750926612494
-0.12859227004585483,0.7681750629956253,0,0.7430587276081104,-0.06721521783334433,0.4967714072181599,3.0922204655850765
